,age,sex,height,kid_no,purchase
3301,29,0,153,0,0
3302,44,0,171,0,1
3303,49,0,151,0,1
3304,25,0,145,1,0
3305,45,1,174,1,1
3306,24,1,151,2,1
3307,58,0,173,2,0
3308,20,1,146,0,0
3309,34,0,164,2,1
3310,29,1,140,2,1
3311,56,1,145,1,1
3312,48,1,174,2,1
3313,35,1,171,1,0
3314,22,0,167,1,0
3315,56,1,154,0,1
3316,27,1,148,1,0
3317,37,0,159,2,0
3318,51,1,163,2,1
3319,35,1,179,2,0
3320,48,0,144,1,0
3321,51,0,164,1,0
3322,42,1,152,1,1
3323,43,0,149,2,0
3324,24,0,153,1,0
3325,20,0,159,1,0
3326,37,0,183,2,1
3327,26,1,177,0,1
3328,24,0,163,0,0
3329,31,0,153,0,0
3330,52,1,158,1,1
3331,36,0,184,2,1
3332,22,0,153,2,0
3333,30,0,154,2,0
3334,59,1,182,0,1
3335,58,1,155,1,1
3336,59,1,141,0,1
3337,20,1,153,2,1
3338,29,1,175,0,0
3339,31,0,141,1,0
3340,37,1,154,0,0
3341,56,0,147,2,0
3342,25,1,152,0,0
3343,58,0,170,0,1
3344,56,0,171,1,0
3345,24,0,156,1,0
3346,31,0,145,0,0
3347,59,1,183,1,0
3348,49,0,181,2,0
3349,31,0,145,0,0
3350,52,0,164,2,0
3351,21,1,172,1,0
3352,54,0,151,1,0
3353,30,1,177,0,1
3354,59,0,179,0,1
3355,35,0,168,2,1
3356,46,0,174,2,0
3357,36,0,169,2,1
3358,48,0,147,1,0
3359,20,0,171,1,0
3360,22,1,175,2,1
3361,42,0,184,2,0
3362,44,0,146,0,1
3363,39,1,142,1,0
3364,50,1,152,1,1
3365,33,1,159,2,1
3366,27,1,172,1,0
3367,39,1,177,1,0
3368,55,0,180,1,0
3369,49,1,159,2,1
3370,40,1,148,0,0
3371,28,0,156,2,0
3372,30,0,177,2,1
3373,54,1,174,1,1
3374,31,0,157,2,0
3375,28,0,174,2,1
3376,41,1,181,2,0
3377,24,1,148,1,0
3378,27,0,177,0,0
3379,41,0,171,1,0
3380,42,1,143,1,1
3381,26,0,164,0,0
3382,39,0,149,0,0
3383,26,1,169,0,0
3384,52,0,146,0,1
3385,57,0,175,1,0
3386,42,0,153,2,0
3387,41,1,157,0,1
3388,31,1,170,0,0
3389,23,1,158,2,1
3390,52,0,157,2,0
3391,49,0,164,1,0
3392,41,0,183,2,0
3393,37,1,160,0,0
3394,25,1,155,0,0
3395,47,1,176,0,1
3396,21,0,158,0,0
3397,53,1,145,0,1
3398,59,0,161,0,1
3399,57,0,171,1,0
3400,50,1,157,0,1
3401,38,0,142,0,0
3402,35,1,181,2,0
3403,49,1,165,2,1
3404,24,0,159,0,0
3405,40,1,153,1,0
3406,36,0,168,1,0
3407,41,0,157,1,0
3408,22,1,161,1,0
3409,40,0,145,0,0
3410,44,0,156,1,0
3411,40,0,147,1,0
3412,35,0,157,0,0
3413,53,1,175,0,1
3414,44,1,166,0,1
3415,44,0,153,2,0
3416,47,1,161,2,1
3417,23,1,146,2,1
3418,39,0,146,1,0
3419,32,1,160,2,1
3420,30,1,142,2,1
3421,29,0,143,0,0
3422,48,0,140,2,0
3423,51,1,174,2,1
3424,43,1,176,2,0
3425,33,0,177,1,0
3426,25,1,149,1,0
3427,27,1,154,2,1
3428,36,0,154,0,0
3429,59,1,184,2,0
3430,55,0,172,2,0
3431,48,1,168,0,1
3432,37,0,171,2,1
3433,57,1,169,2,1
3434,21,0,172,2,1
3435,37,1,174,2,1
3436,50,0,157,1,0
3437,54,0,156,2,0
3438,23,0,169,0,0
3439,53,1,171,0,1
3440,45,1,164,1,1
3441,21,1,151,1,0
3442,54,1,184,0,1
3443,59,0,162,0,1
3444,38,1,145,0,0
3445,41,1,149,2,1
3446,48,0,180,1,0
3447,21,1,160,1,0
3448,58,0,163,0,1
3449,32,1,143,1,0
3450,35,1,179,0,1
3451,48,0,161,0,1
3452,45,1,151,2,1
3453,42,1,176,2,0
3454,47,0,150,1,0
3455,33,1,146,1,0
3456,53,0,182,0,1
3457,34,1,177,2,0
3458,28,1,147,1,0
3459,24,1,148,2,1
3460,41,1,172,2,1
3461,48,0,157,1,0
3462,42,1,184,1,0
3463,34,1,180,2,0
3464,20,0,166,0,0
3465,57,1,172,2,1
3466,29,0,146,1,0
3467,53,0,161,1,0
3468,27,0,149,2,0
3469,46,1,175,2,1
3470,49,0,150,0,1
3471,37,1,179,2,0
3472,30,0,179,1,0
3473,53,1,181,1,0
3474,21,0,170,2,1
3475,58,0,162,0,1
3476,39,1,160,1,0
3477,49,0,153,2,0
3478,26,1,148,0,0
3479,25,1,182,0,1
3480,24,0,152,1,0
3481,22,0,166,1,0
3482,36,0,165,0,0
3483,27,1,165,0,0
3484,44,1,164,0,1
3485,43,1,166,2,1
3486,42,1,153,0,1
3487,26,0,179,1,0
3488,34,1,155,1,0
3489,59,0,173,1,0
3490,44,0,145,2,0
3491,51,0,165,1,0
3492,40,1,178,1,0
3493,38,0,165,1,0
3494,55,1,141,1,1
3495,52,0,157,1,0
3496,40,1,152,2,0
3497,44,0,183,2,0
3498,52,1,169,2,1
3499,47,1,172,1,1
3500,56,1,159,2,1
3501,38,1,161,1,0
3502,42,0,152,1,0
3503,54,1,140,1,1
3504,51,0,157,1,0
3505,38,0,145,0,0
3506,34,0,149,0,0
3507,27,1,176,2,0
3508,31,1,150,2,1
3509,30,0,142,1,0
3510,58,0,148,0,1
3511,42,0,171,2,0
3512,20,0,163,2,1
3513,54,1,142,1,1
3514,37,1,142,1,0
3515,26,0,182,1,0
3516,23,1,165,0,0
3517,47,1,169,1,1
3518,32,1,179,0,1
3519,59,0,156,2,0
3520,41,0,160,2,0
3521,45,0,163,0,1
3522,20,1,181,1,0
3523,54,1,177,2,0
3524,21,1,173,1,0
3525,57,0,176,1,0
3526,45,1,169,2,1
3527,43,1,158,2,1
3528,24,0,167,2,1
3529,27,1,172,0,0
3530,49,0,158,2,0
3531,21,1,156,0,0
3532,43,0,140,2,0
3533,43,1,151,1,1
3534,44,0,171,1,0
3535,45,1,140,1,1
3536,25,1,182,2,0
3537,42,1,147,0,1
3538,36,1,160,0,0
3539,51,0,142,0,1
3540,20,0,166,2,1
3541,23,1,179,0,1
3542,53,1,180,1,0
3543,51,0,169,2,0
3544,26,1,158,2,1
3545,20,0,181,0,0
3546,28,0,165,2,1
3547,44,1,184,1,0
3548,26,0,142,2,0
3549,31,0,154,0,0
3550,24,0,182,2,1
3551,57,0,142,2,0
3552,27,0,174,1,0
3553,45,1,159,2,1
3554,25,1,183,2,0
3555,57,1,149,1,1
3556,24,1,152,1,0
3557,32,0,182,2,1
3558,36,0,141,2,0
3559,25,0,166,0,0
3560,33,1,140,1,0
3561,31,1,165,0,0
3562,42,0,144,1,0
3563,59,1,157,1,1
3564,20,1,180,2,0
3565,44,1,146,2,1
3566,47,1,147,0,1
3567,50,0,184,0,1
3568,44,1,150,1,1
3569,48,1,151,1,1
3570,44,1,179,2,0
3571,50,0,157,1,0
3572,52,1,163,0,1
3573,55,1,170,2,1
3574,42,1,181,2,0
3575,28,1,148,0,0
3576,23,1,158,0,0
3577,56,1,165,2,1
3578,34,0,169,1,0
3579,56,0,173,2,0
3580,37,1,143,1,0
3581,39,0,164,1,0
3582,44,0,140,1,0
3583,44,0,149,2,0
3584,55,1,148,2,1
3585,21,0,169,0,0
3586,32,1,154,1,0
3587,40,0,175,0,0
3588,27,0,162,0,0
3589,42,1,142,1,1
3590,35,1,159,1,0
3591,52,1,167,1,1
3592,53,0,166,1,0
3593,33,1,161,1,0
3594,21,0,148,0,0
3595,23,1,169,1,0
3596,59,0,179,2,0
3597,56,0,157,2,0
3598,58,0,150,2,0
3599,47,0,180,1,0
3600,54,1,153,2,1
3601,58,0,157,1,0
3602,45,1,155,1,1
3603,36,0,160,0,0
3604,29,1,174,0,0
3605,45,0,168,2,0
3606,20,0,175,2,1
3607,35,1,150,0,0
3608,36,0,147,1,0
3609,56,0,153,1,0
3610,27,0,142,0,0
3611,43,0,147,2,0
3612,58,0,163,0,1
3613,57,1,165,2,1
3614,57,0,169,1,0
3615,24,1,170,0,0
3616,54,0,171,1,0
3617,42,1,167,1,1
3618,50,0,173,0,1
3619,53,1,161,1,1
3620,47,1,141,0,1
3621,27,0,141,0,0
3622,33,0,151,1,0
3623,45,0,151,1,0
3624,57,0,182,1,0
3625,51,0,164,2,0
3626,56,1,141,2,1
3627,59,1,156,1,1
3628,28,1,154,0,0
3629,38,1,145,0,0
3630,40,1,159,2,0
3631,45,0,153,1,0
3632,59,1,157,1,1
3633,49,1,177,1,0
3634,22,1,183,0,1
3635,37,1,167,1,0
3636,59,0,149,2,0
3637,53,0,177,1,0
3638,23,0,156,1,0
3639,46,1,150,2,1
3640,44,1,165,0,1
3641,50,0,164,2,0
3642,21,1,177,0,1
3643,38,1,145,0,0
3644,27,0,140,2,0
3645,25,0,150,2,0
3646,57,1,179,2,0
3647,39,1,152,2,1
3648,54,0,162,0,1
3649,41,0,162,1,0
3650,56,0,140,1,0
3651,44,0,174,2,0
3652,50,1,145,0,1
3653,21,0,141,2,0
3654,20,1,143,0,0
3655,44,0,154,2,0
3656,24,1,164,0,0
3657,20,0,175,1,0
3658,56,0,150,2,0
3659,40,0,168,0,0
3660,24,0,160,2,0
3661,25,1,156,0,0
3662,34,1,166,1,0
3663,42,1,145,1,1
3664,35,1,169,1,0
3665,39,0,160,2,0
3666,32,1,179,0,1
3667,59,0,179,1,0
3668,52,0,156,2,0
3669,50,1,160,1,1
3670,40,0,150,0,0
3671,40,1,160,1,0
3672,25,1,151,2,1
3673,30,0,152,0,0
3674,44,0,161,2,0
3675,31,0,157,1,0
3676,41,1,141,1,1
3677,26,0,155,0,0
3678,21,0,156,2,0
3679,33,0,177,2,1
3680,35,0,168,0,0
3681,41,0,174,1,0
3682,23,1,167,2,1
3683,49,0,182,1,0
3684,29,1,164,1,0
3685,44,1,159,0,1
3686,56,0,154,0,1
3687,40,0,144,2,0
3688,57,0,143,0,1
3689,39,0,162,0,0
3690,23,0,156,1,0
3691,57,1,154,1,1
3692,23,0,143,2,0
3693,40,0,157,2,0
3694,58,1,162,1,1
3695,50,1,177,0,1
3696,53,0,154,2,0
3697,45,1,181,0,1
3698,42,0,163,1,0
3699,57,1,173,0,1
3700,22,0,144,2,0
3701,47,0,143,2,0
3702,57,1,182,2,0
3703,48,0,174,0,1
3704,55,0,176,2,0
3705,53,0,168,0,1
3706,45,1,152,2,1
3707,30,1,179,2,0
3708,59,1,152,2,1
3709,28,1,146,0,0
3710,37,1,169,2,1
3711,45,0,148,2,0
3712,27,1,165,0,0
3713,49,1,165,2,1
3714,59,1,162,0,1
3715,40,1,145,0,0
3716,53,0,148,2,0
3717,30,1,162,2,1
3718,32,1,150,1,0
3719,22,1,163,0,0
3720,52,0,161,0,1
3721,44,1,183,1,0
3722,25,1,162,2,1
3723,39,0,184,1,0
3724,20,0,184,0,0
3725,37,0,148,2,0
3726,43,0,157,1,0
3727,40,0,167,2,0
3728,56,0,159,0,1
3729,56,1,165,0,1
3730,32,0,181,1,0
3731,56,0,160,0,1
3732,35,0,151,2,0
3733,57,1,172,1,1
3734,44,1,141,2,1
3735,40,1,154,0,0
3736,27,0,141,2,0
3737,43,0,177,2,0
3738,40,1,177,1,0
3739,25,0,181,1,0
3740,27,1,181,1,0
3741,56,0,165,1,0
3742,29,1,182,2,0
3743,25,1,172,2,1
3744,45,0,162,1,0
3745,53,0,156,0,1
3746,40,1,159,2,0
3747,20,0,141,1,0
3748,53,1,152,0,1
3749,39,0,143,2,0
3750,29,1,166,0,0
3751,22,0,150,1,0
3752,36,0,177,1,0
3753,43,1,149,1,1
3754,45,0,154,0,1
3755,36,0,172,0,0
3756,37,1,156,0,0
3757,37,0,147,0,0
3758,57,1,184,1,0
3759,58,1,182,0,1
3760,32,0,167,0,0
3761,26,0,173,2,1
3762,44,0,169,0,1
3763,53,1,159,1,1
3764,34,0,172,0,0
3765,25,1,153,2,1
3766,29,0,170,2,1
3767,57,0,148,0,1
3768,58,0,147,1,0
3769,31,0,142,2,0
3770,45,0,167,2,0
3771,36,0,163,1,0
3772,39,0,164,2,1
3773,43,0,170,2,0
3774,29,0,168,1,0
3775,59,0,144,0,1
3776,46,0,176,2,0
3777,31,0,179,2,1
3778,27,0,168,0,0
3779,47,0,180,2,0
3780,52,0,167,2,0
3781,50,1,182,0,1
3782,42,0,165,2,0
3783,49,0,142,2,0
3784,52,0,165,2,0
3785,22,1,159,0,0
3786,42,0,149,1,0
3787,44,1,157,2,1
3788,34,1,183,0,1
3789,22,0,156,1,0
3790,23,0,165,1,0
3791,53,0,158,1,0
3792,56,1,146,2,1
3793,20,1,153,2,1
3794,44,1,140,0,1
3795,58,1,172,0,1
3796,32,1,183,0,1
3797,35,1,177,1,0
3798,46,1,162,1,1
3799,43,1,180,0,1
3800,49,1,179,0,1
3801,36,1,144,2,1
3802,38,1,142,2,1
3803,53,0,149,0,1
3804,23,0,152,2,0
3805,58,1,168,0,1
3806,27,0,177,0,0
3807,40,0,143,1,0
3808,44,0,158,0,1
3809,22,1,159,2,1
3810,30,0,169,1,0
3811,54,0,141,0,1
3812,44,1,149,1,1
3813,20,1,155,1,0
3814,26,0,152,2,0
3815,33,0,141,2,0
3816,58,0,182,0,1
3817,45,1,179,2,0
3818,47,1,160,1,1
3819,25,0,156,1,0
3820,43,0,178,0,1
3821,44,1,146,1,1
3822,33,1,156,0,0
3823,41,1,156,0,1
3824,33,1,182,1,0
3825,22,0,173,2,1
3826,21,1,146,0,0
3827,20,0,166,0,0
3828,34,1,164,2,1
3829,56,0,166,0,1
3830,27,1,165,2,1
3831,29,1,157,1,0
3832,24,0,143,1,0
3833,36,0,170,2,1
3834,36,1,151,0,0
3835,36,0,160,1,0
3836,23,0,177,0,0
3837,22,0,179,2,1
3838,52,1,157,1,1
3839,26,0,178,0,0
3840,41,1,163,1,1
3841,48,1,166,2,1
3842,42,0,147,0,1
3843,47,1,140,2,1
3844,24,1,153,0,0
3845,24,1,152,0,0
3846,51,1,184,0,1
3847,22,1,161,1,0
3848,45,0,176,2,0
3849,50,0,164,2,0
3850,31,1,144,2,1
3851,30,1,176,2,0
3852,22,0,181,1,0
3853,31,1,166,2,1
3854,32,0,173,0,0
3855,40,0,151,0,0
3856,29,1,156,0,0
3857,55,0,179,1,0
3858,26,0,151,2,0
3859,51,0,182,1,0
3860,47,0,147,2,0
3861,30,0,169,1,0
3862,28,1,151,0,0
3863,45,1,172,2,1
3864,57,1,140,0,1
3865,35,1,164,1,0
3866,46,1,176,0,1
3867,25,1,170,0,0
3868,38,1,152,1,0
3869,20,0,168,2,1
3870,56,1,178,2,0
3871,52,1,171,0,1
3872,57,1,143,1,1
3873,38,0,150,1,0
3874,33,1,148,0,0
3875,39,1,168,0,0
3876,22,1,165,0,0
3877,20,1,151,1,0
3878,58,0,144,0,1
3879,20,1,169,0,0
3880,29,0,167,2,1
3881,23,0,156,2,0
3882,25,1,178,2,0
3883,37,0,147,0,0
3884,38,0,166,1,0
3885,31,0,167,0,0
3886,20,1,168,2,1
3887,58,1,155,1,1
3888,37,1,158,1,0
3889,38,0,170,1,0
3890,26,0,159,0,0
3891,35,1,172,1,0
3892,59,0,167,0,1
3893,20,0,148,2,0
3894,57,1,144,1,1
3895,56,1,167,2,1
3896,27,0,179,0,0
3897,31,0,141,2,0
3898,24,1,157,1,0
3899,26,0,149,0,0
3900,58,0,174,1,0
3901,26,0,162,0,0
3902,36,0,140,1,0
3903,54,0,168,0,1
3904,36,1,172,1,0
3905,52,0,175,2,0
3906,48,1,174,1,1
3907,56,0,175,1,0
3908,52,0,155,2,0
3909,28,0,164,2,1
3910,41,0,168,0,1
3911,44,0,146,1,0
3912,36,1,156,0,0
3913,41,1,148,0,1
3914,30,0,157,1,0
3915,52,0,174,2,0
3916,28,1,142,2,1
3917,57,0,148,0,1
3918,26,0,151,2,0
3919,46,0,180,2,0
3920,47,0,147,2,0
3921,45,0,165,0,1
3922,40,0,160,2,0
3923,40,1,183,2,0
3924,33,0,178,0,0
3925,54,0,163,1,0
3926,24,1,174,1,0
3927,34,0,176,1,0
3928,44,0,141,2,0
3929,21,1,163,0,0
3930,59,1,144,0,1
3931,33,0,181,1,0
3932,56,0,184,1,0
3933,53,0,153,2,0
3934,32,0,184,0,0
3935,36,0,154,1,0
3936,25,1,174,1,0
3937,53,0,172,2,0
3938,51,1,173,0,1
3939,28,0,156,1,0
3940,53,1,142,2,1
3941,20,1,146,0,0
3942,52,0,160,2,0
3943,51,0,179,0,1
3944,22,1,178,2,0
3945,47,1,142,0,1
3946,36,1,149,1,0
3947,43,1,166,1,1
3948,22,0,181,1,0
3949,27,0,175,2,1
3950,57,0,179,2,0
3951,40,1,159,2,0
3952,20,0,175,1,0
3953,27,1,152,2,1
3954,45,0,141,0,1
3955,44,0,164,0,1
3956,21,0,167,0,0
3957,55,1,140,1,1
3958,50,0,150,0,1
3959,54,1,175,1,1
3960,48,1,143,2,1
3961,54,1,165,2,1
3962,41,0,167,0,1
3963,43,1,165,0,1
3964,37,0,151,0,0
3965,25,1,156,0,0
3966,23,1,162,2,1
3967,45,0,148,1,0
3968,41,1,174,0,1
3969,26,1,160,0,0
3970,39,1,140,2,1
3971,42,0,169,2,0
3972,43,1,171,0,1
3973,41,0,177,0,1
3974,32,0,167,2,1
3975,42,1,178,2,0
3976,30,0,151,2,0
3977,34,1,148,0,0
3978,25,0,180,1,0
3979,59,0,174,2,0
3980,30,0,148,0,0
3981,46,0,169,0,1
3982,46,0,175,0,1
3983,39,1,163,2,1
3984,36,1,168,1,0
3985,21,0,176,2,1
3986,39,0,161,0,0
3987,34,0,163,1,0
3988,29,0,183,1,0
3989,55,1,170,1,1
3990,55,0,177,1,0
3991,28,0,165,0,0
3992,46,0,184,1,0
3993,33,1,144,2,1
3994,45,0,160,1,0
3995,34,1,168,1,0
3996,33,1,165,0,0
3997,26,0,144,1,0
3998,28,0,155,0,0
3999,58,1,142,2,1
4000,34,1,147,1,0
4001,48,0,142,0,1
4002,49,0,171,0,1
4003,51,0,166,1,0
4004,50,0,146,1,0
4005,28,0,142,0,0
4006,22,0,183,2,1
4007,35,1,165,2,1
4008,48,1,178,2,0
4009,54,0,155,1,0
4010,57,0,167,1,0
4011,58,0,167,0,1
4012,57,1,168,1,1
4013,44,0,165,2,0
4014,25,1,140,2,1
4015,34,0,178,2,1
4016,54,0,151,2,0
4017,31,1,161,2,1
4018,36,0,146,0,0
4019,51,1,165,1,1
4020,32,1,159,1,0
4021,20,1,143,0,0
4022,54,1,172,1,1
4023,20,0,158,1,0
4024,36,1,169,1,0
4025,24,0,140,2,0
4026,56,0,152,1,0
4027,23,0,184,1,0
4028,25,0,175,0,0
4029,50,0,180,1,0
4030,40,1,151,1,0
4031,35,0,143,0,0
4032,57,0,169,2,0
4033,48,0,166,2,0
4034,47,1,148,1,1
4035,53,1,141,1,1
4036,31,1,141,2,1
4037,47,1,146,2,1
4038,54,1,164,1,1
4039,44,1,155,2,1
4040,33,0,150,1,0
4041,27,1,158,2,1
4042,44,0,162,0,1
4043,21,0,181,2,1
4044,55,0,149,2,0
4045,38,0,147,0,0
4046,21,1,141,2,1
4047,47,0,145,2,0
4048,35,1,149,2,1
4049,35,1,145,0,0
4050,33,1,159,0,0
4051,26,0,183,2,1
4052,52,0,168,1,0
4053,48,1,180,1,0
4054,26,1,158,0,0
4055,34,0,151,1,0
4056,51,1,146,1,1
4057,26,0,159,1,0
4058,53,0,149,0,1
4059,46,0,173,0,1
4060,52,1,160,0,1
4061,51,1,174,1,1
4062,27,0,152,1,0
4063,59,0,149,2,0
4064,21,0,168,0,0
4065,25,0,143,1,0
4066,57,1,156,0,1
4067,47,1,153,0,1
4068,58,0,159,2,0
4069,43,0,173,1,0
4070,32,1,156,2,1
4071,29,0,180,2,1
4072,49,0,142,0,1
4073,49,1,155,2,1
4074,33,0,156,0,0
4075,43,0,151,0,1
4076,44,1,145,2,1
4077,29,1,160,0,0
4078,24,0,155,0,0
4079,57,1,153,2,1
4080,31,0,167,1,0
4081,42,1,162,2,1
4082,44,0,162,0,1
4083,57,1,147,2,1
4084,54,0,182,1,0
4085,53,1,163,0,1
4086,33,1,164,1,0
4087,53,1,173,1,1
4088,27,0,162,2,1
4089,32,1,178,1,0
4090,29,0,144,0,0
4091,49,0,175,1,0
4092,32,1,177,1,0
4093,55,0,176,2,0
4094,54,1,173,1,1
4095,21,0,180,0,0
4096,37,0,176,2,1
4097,29,1,161,2,1
4098,36,1,168,2,1
4099,23,1,180,0,1
4100,42,1,166,0,1
4101,40,0,145,1,0
4102,44,1,157,1,1
4103,53,1,151,2,1
4104,40,0,145,2,0
4105,41,1,163,2,1
4106,56,0,175,0,1
4107,32,0,169,1,0
4108,46,1,141,0,1
4109,22,0,165,2,1
4110,42,1,176,2,0
4111,39,1,163,2,1
4112,38,0,166,2,1
4113,54,0,142,2,0
4114,51,1,165,2,1
4115,23,0,152,1,0
4116,20,0,162,2,1
4117,47,0,151,1,0
4118,42,1,173,2,1
4119,23,0,161,2,1
4120,52,1,173,1,1
4121,31,0,178,0,0
4122,44,1,164,1,1
4123,48,0,174,1,0
4124,29,0,148,0,0
4125,22,0,148,1,0
4126,34,0,178,2,1
4127,30,0,172,1,0
4128,24,0,153,0,0
4129,29,0,175,1,0
4130,46,1,170,2,1
4131,28,1,179,1,0
4132,57,1,149,1,1
4133,54,1,160,1,1
4134,58,0,156,2,0
4135,47,1,155,1,1
4136,39,0,177,0,0
4137,55,0,164,1,0
4138,56,0,169,0,1
4139,30,1,183,1,0
4140,38,1,156,0,0
4141,24,0,150,2,0
4142,44,0,144,2,0
4143,35,1,160,0,0
4144,50,0,164,0,1
4145,33,1,163,2,1
4146,36,0,176,2,1
4147,31,1,169,2,1
4148,54,1,183,2,0
4149,37,0,161,0,0
4150,26,1,150,1,0
4151,44,1,182,2,0
4152,49,0,142,1,0
4153,49,0,145,1,0
4154,22,1,148,0,0
4155,31,1,162,0,0
4156,37,1,174,0,0
4157,59,1,176,0,1
4158,29,1,172,1,0
4159,46,0,183,1,0
4160,40,0,143,2,0
4161,24,0,170,2,1
4162,22,1,182,0,1
4163,59,1,184,2,0
4164,39,0,173,0,0
4165,27,0,175,0,0
4166,51,1,173,2,1
4167,52,1,176,2,0
4168,24,0,180,1,0
4169,47,0,149,0,1
4170,44,0,141,2,0
4171,28,1,160,2,1
4172,46,1,146,2,1
4173,58,0,151,2,0
4174,47,1,175,0,1
4175,54,0,176,2,0
4176,32,0,141,0,0
4177,28,0,183,2,1
4178,52,0,145,1,0
4179,20,0,159,1,0
4180,37,1,177,2,0
4181,32,0,167,1,0
4182,36,1,178,0,1
4183,31,1,142,1,0
4184,35,1,165,0,0
4185,48,0,141,2,0
4186,20,1,141,0,0
4187,48,0,153,0,1
4188,56,0,152,0,1
4189,38,1,151,1,0
4190,37,1,159,0,0
4191,45,0,159,1,0
4192,45,1,140,2,1
4193,24,0,183,2,1
4194,30,0,156,1,0
4195,53,1,173,2,1
4196,42,0,181,0,1
4197,53,0,159,1,0
4198,38,0,165,0,0
4199,55,0,143,2,0
4200,40,1,142,0,0
4201,25,1,146,2,1
4202,55,0,149,1,0
4203,33,1,140,1,0
4204,59,1,155,0,1
4205,50,1,179,1,0
4206,31,1,146,1,0
4207,28,1,170,0,0
4208,46,0,159,2,0
4209,51,0,158,1,0
4210,46,1,178,1,0
4211,57,1,141,0,1
4212,39,1,161,0,0
4213,51,1,170,0,1
4214,26,0,180,1,0
4215,57,1,174,2,1
4216,31,1,157,2,1
4217,35,1,180,2,0
4218,24,1,140,0,0
4219,55,0,161,0,1
4220,37,0,169,0,0
4221,45,1,140,0,1
4222,32,1,169,1,0
4223,20,1,175,1,0
4224,52,1,140,0,1
4225,26,0,178,0,0
4226,55,0,154,2,0
4227,39,0,175,2,1
4228,55,1,162,0,1
4229,49,0,160,0,1
4230,43,0,169,1,0
4231,45,1,154,2,1
4232,40,0,179,0,0
4233,28,1,160,0,0
4234,58,1,163,1,1
4235,42,0,175,2,0
4236,59,0,152,0,1
4237,35,1,183,2,0
4238,24,0,181,1,0
4239,31,0,169,1,0
4240,46,1,142,0,1
4241,31,0,146,0,0
4242,46,1,178,0,1
4243,32,1,170,0,0
4244,48,0,178,0,1
4245,20,0,144,2,0
4246,25,1,173,0,0
4247,58,0,168,0,1
4248,33,0,164,1,0
4249,42,1,181,0,1
4250,44,1,143,1,1
4251,46,1,157,1,1
4252,25,0,145,0,0
4253,38,0,173,2,1
4254,48,1,150,0,1
4255,23,1,140,2,1
4256,43,0,173,1,0
4257,29,0,158,0,0
4258,25,0,142,1,0
4259,46,1,143,2,1
4260,53,0,159,1,0
4261,21,0,167,0,0
4262,52,0,182,2,0
4263,40,1,158,1,0
4264,47,0,180,0,1
4265,32,1,167,2,1
4266,51,1,144,0,1
4267,47,1,152,0,1
4268,23,0,157,1,0
4269,40,1,161,1,0
4270,30,1,170,0,0
4271,29,0,178,1,0
4272,25,0,181,0,0
4273,33,0,150,1,0
4274,37,1,175,0,0
4275,45,0,181,1,0
4276,23,0,160,2,0
4277,20,0,161,1,0
4278,34,1,148,1,0
4279,34,1,157,0,0
4280,43,1,145,1,1
4281,26,1,154,1,0
4282,35,0,176,0,0
4283,25,0,157,0,0
4284,20,1,177,1,0
4285,59,1,163,0,1
4286,27,1,162,2,1
4287,37,1,169,2,1
4288,52,1,157,1,1
4289,49,1,159,1,1
4290,51,1,147,2,1
4291,35,1,141,2,1
4292,31,1,162,2,1
4293,51,0,149,0,1
4294,38,1,148,2,1
4295,58,0,159,0,1
4296,42,1,184,0,1
4297,27,1,165,2,1
4298,55,1,161,1,1
4299,39,1,166,2,1
4300,25,0,151,0,0
4301,20,1,181,2,0
4302,21,1,154,0,0
4303,34,1,169,0,0
4304,38,1,184,0,1
4305,26,0,158,2,0
4306,56,1,170,1,1
4307,52,1,179,2,0
4308,31,1,173,2,1
4309,43,1,160,0,1
4310,44,0,174,0,1
4311,28,0,174,1,0
4312,39,1,170,1,0
4313,22,0,161,2,1
4314,48,0,176,0,1
4315,58,0,145,1,0
4316,53,0,147,2,0
4317,33,1,140,1,0
4318,53,0,173,0,1
4319,30,1,184,1,0
4320,43,0,148,1,0
4321,33,1,144,1,0
4322,50,1,181,1,0
4323,20,1,161,1,0
4324,27,1,158,1,0
4325,23,0,183,0,0
4326,20,0,173,2,1
4327,51,1,175,1,1
4328,28,0,163,2,1
4329,23,0,171,2,1
4330,31,0,161,2,1
4331,43,1,182,1,0
4332,40,0,156,0,0
4333,21,0,164,2,1
4334,26,0,170,2,1
4335,24,1,152,0,0
4336,55,0,144,0,1
4337,42,0,165,1,0
4338,50,1,163,1,1
4339,58,0,153,0,1
4340,31,1,144,0,0
4341,54,0,167,1,0
4342,23,1,182,2,0
4343,20,0,149,2,0
4344,26,0,164,1,0
4345,53,1,184,0,1
4346,49,0,179,1,0
4347,41,0,147,0,1
4348,34,1,179,0,1
4349,42,1,142,2,1
4350,47,0,162,2,0
4351,23,0,159,0,0
4352,50,0,161,2,0
4353,59,1,160,0,1
4354,43,0,156,1,0
4355,44,0,155,0,1
4356,33,1,174,1,0
4357,52,0,142,2,0
4358,52,1,177,2,0
4359,45,0,152,2,0
4360,29,1,163,2,1
4361,57,1,152,0,1
4362,37,1,175,2,1
4363,43,0,179,2,0
4364,55,0,152,2,0
4365,55,1,175,0,1
4366,54,0,182,0,1
4367,40,1,167,0,0
4368,25,1,175,0,0
4369,40,1,160,2,0
4370,26,0,182,0,0
4371,28,1,168,1,0
4372,20,0,184,1,0
4373,45,0,149,2,0
4374,58,0,184,2,0
4375,27,1,168,1,0
